id	regeste	first_ent	first_ent_label
1470_II_05.1	Abt Larenncz und der Convent zu Gotweig gehen mit dem Abte Johanns zu Melkch und dessen Convente folgenden Gütertausch ein: sie übergeben ihnen für andere Güter folgende Güter, Gründe und Gülten: von erst auf Margrethn, Larenczen Mader witiben, halben lehen zue Spielberg an sannd Kolrnanstag 3 ß. 15 d. und auf Andre des Nagengasts suen halben veldlehen daselbs an sannd Kolmanstag 44 d.; item daselbs zu Spilberg auf Nicclens und Tomelens, Fridrichs des Winckhler kinder, virtail ainer hofstat, ist ÿetz ain annger im dorff zue Spilberg an sannd Kolmanstag 7 d. und das ander iar 6½ d.; item auf Larenntzen Mader und Margrethn seiner hausfrauen virtail ainer hofstat, ist ÿetz ain annger, an sand Kolmanstag 7 d. und das annder iar 6½ d. und auf Agnes, Steffan Schueester witib, halben hofstat daselbist ÿetz ain annger, an sannd Kolmanstag 27 d.; item auf Larenntzen Zachpauer zu Pielachperg und Katherina seiner hauesfrauen kraeutgartten und furhauepp ains griess an sannd Kolmanstag 2 d. purgrecht; item auf unser frauenkirichen zu Melkh wisn zu gotzleichnam ambt gehoruend genannt di Stauederin auf der Aw1 zuenagst der Pielach und stosst an den hofgarttn, an sannd Kolmanstag 2 d. purgrecht; item auf Elspetten der Nuechtlingerin kinder zue Melkh gries und wisort in der Schola an sannd Kolmanstag 2 d. purgrecht und auf Steffans auf dem Wasser zu Spilberg halbn ieuch krauetgartten genannt der Scherer bei der Hulbn2 gelegen enhalb des mulganngs an sannd Kolmanstage 5 d. purgrecht; item auf Erhart Mullner hausfraw und Anna Weningerin wisen und akcher, des ain ieuch ist, genannt Am durren Annger underm Wartperg3 bei dem mulganng und stosst hinuber an di Huelben, an sand Kalmanstag 2 d. und auf Philip Swaikouer und Anna seiner hausfrauen tagberich wismad under dem Wartperg und uber den mulganng zunagst des klosters zu Melkh wiss ob der neuen aw an sannd Kolmanstag 3 d., item auf Andre Achstainer zu Spilberg ackherlein zu Kalnperg, und get uber den mulgang beym hamer an sannd Kolmanstag 1 d., und auf Larenncz Mader daselbs und Margrethen seiner hauesfrauen ekherlein bey der neuen mul und wisfleckh dabei genannt Zennckel an sannd Kolmanstag 1½ d.; item auf Jorgen Nagel kinder und Anna Jannsen Paueren zu Riczengrueb tachtter pauengerttel ob der wisen beÿ der neuen mul an der gassen, die gen Pielach get, an sannd Kolmanstag l d. und auf Steffan Mulpacher zu Melkh ieuch Weingarten genannt der hach Vel, ligt auf der Slaiphen beÿ Spilberg, an sand Kolmanstag 3 d.; item auf Wilhalm zu Spilberg ieuch akher im veld beÿm Grasigenweg genant der Velberakcher an sannd Kolmanstag 4 d. und auf Larennczen Mader daselbs und Margrethn seiner hausfraun ieuch ackher genannt der Radelmair, ligt auf der Slaiphen an sannd Kolmanstag 4 d.; item auf Wolfganngen und Katherina Konraden des Swabn kinder und Wolfganngen Neuemair und Margrethen seiner hausfrauen ze Raking lehen an sannd Kolmanstag 42 d. und Steffan Neuemair und Margrethen seiner hausfrauen hofstat daselbs zu Reking4 an sannd Kolmanstag 46 d.; item auf Margrethen und Margrethen des Gotharten kinder ieuch ackher genannt der Hueb ob des Ternpachs an sannd Kolmanstag 2½ d. und auf derselbn ainem ieuch ackher niderhalb der Pielach auf der Stainbannt5 am Peillenstain 2½ d.; item auf der Hechsuerin lehen zu Maur an sannd Jorgentag 3½ ß. d. und an sannd Michelstag 3½ ß. d. und gibt ain vogthenn.Siegler: Abt und Convent zu Gotweig mit den Hängesiegeln.Datum: Geben etc. feria secunda post purificacionis 1470.	Larenncz	PER
1470_II_05	Abt Johanns und der Convent zu Melkch schliessen mit päpstlicher Bewilligung mit Abt Larentz und dem Convente zu Goetweig einen Tauschvertrag und übergehen ihnen für andere Güter folgende freieigene Gülten: von erst Mert Hoeldel zue Wallperstorf dient von ainem halben lehen an sand Joerigentag fuenffthalben schilling phening und an sand Kolmanstag auch funfthalben schilling phening zue gruntdienst; item Erhart Wernhart von ainem weingartten am Len1 und des ist zwai drittail ains juchs, dient an sand Kolmanstag acht phening zu purkchrecht; item Joerig Ziengkin von ainem halben lehen an sand Joerigentag vierdhalben schilling phening und an sand Kolmanstag auch vierdhalben schilling phening zue gruntdienst; item Katherina Mathesn Fruewirt witiben von ainem weingartten am Len, ist ain drittail ains juchs, an sand Kolmanstag vier phening zu purkchrecht; item pharrer zu Maur von ainem juch akcher am Pennkchweg an sand Joerigentag vier phening und von ainem weingartten daselbs zwen phening an sand Joerigentag; item pharrer zu Grerollting von ainem akcher ob des Mitterwegs und stoesst an die Landstrass mit ainem ort, dient an sand Michaelstag acht phening; item Merttin von Sichttenberg von ainem akcher genant Gruntakcher im veld gegen Reifech an sand Joerigentag funftzehen phening; item Mert Heuss zu Maur von ainem weingartten am Pennkchweg an sand Jorigentag zwen phening.Siegler: (I.) Abt Johanns und (II.) der Convent zu Melkh.Datum: Geben (1470) an montag nach unser lieben frauntag der liechtmessn.	Johanns	PER
1452_IV_23.1	Papst Nicolaus [V.] verleiht den Gläubigen, welche das Kloster Göttweig, das in seinen Baulichkeiten der Reparatur bedarf, an den Festen Maria Himmelfahrt und der heil. Ciriacus und seiner Genossen andachtshalber besuchen, das heil. Bussacrament empfangen und zur Reparatur und Erhaltung des Klosters einen Beitrag leisten, einen Ablass von 5 Jahren und ebensovielmal 40 Tagen.Datum Rome apud Sanctum Petrum (1452) nono kalendas maii, potificatus nostri anno sexto.	Nicolaus	PER
1470_II_08	Abt Lorenz und der Convent zu Göttweig theilen die stiftliche Steinpoint zu Furth unter benannte Unterthanen auf und verleihen die einzelnen Theile zu Drittelbau auf zehn Jahre.	Lorenz	PER
1470_III_07	Abt Johann und der Convent zu Melk schliessen mit Abt Lorenz und dem Convente von Gottweig eine Gebetsverbrüderung (nr. 1751).Siegler: (I.) Abt Johann und (II.) der Convent von Melk.Datum in dicto nostro monasterio Mellicensi septima marcii (1470).	Johann	PER
1470_IV_25	Der in der Abtei zu Gottweig versammelte Convent betraut nach eingehender Berathung, da infolge der Kriegsläufte manche Colonen und Lehensleute des Stiftes ihre Lehen verliessen, weil dieselben im Baue herabgekommen waren und der jährliche Zins nicht mehr davon geleistet werden konnte, den Abt einstimmig mit der Aufgabe, entweder selbst oder durch den Cellerar und andere den Zustand der Lehen zu untersuchen und selbe wieder in den früheren guten Stand zu bringen.Datum: Anno etc. LXX, vicesima quinta mensis aprilis etc. in stuba habitationis etc. Laurentii abbatis.	Gottweig	LOC
1470_V_08	Abt Lorenz, Andreas Prior und der Konvent zu Göttweig stellen dem Abte Thomas und dem Konvente von Lambach einen Schuldbrief über ein Darlehen von 100 ungarischen Goldgulden aus, welche sie ihnen auf Verlangen nach Ablauf von zwei Monaten zurückzuzahlen haben, und verpfänden ihnen hiefür den ganzen Stiftsbesitz.Siegler: die Urkundenaussteller ,sigillis tergotenus appressis'.Datum in prefato nostro monasterio tertia feria ante festum s. Pangracii (1470).	Lorenz	PER
1470_VI_15	Abt Lorenz, Andreas Prior und der Convent zu Gottweig ernennen den Pfarrer an der Pfarrkirche zum heil. Andreas zu Hainfeld Johann Goswein, Baccalaureus in den Decreten, zu ihrem Syndicus und verpflichten sich ihm, solange er an dieser Pfarrkirche wirkt, jährlich am Feste des heil. Michael von dem Zehente der Kirche zu St. Veit an der Gölsen. der vollrechtlich dem Stifte zugehört, durch den Zehentverwalter 2 Mut 20 Metzen Getreide zu geben. Für den Fall, als sie ihn in ihren und des Stiftes Nöthen verwenden, verpflichten sie sich zu anständiger Entschädigung der Auslagen.Siegler: Abt Lorenz und Convent zu Göttweig mit den Hängesiegeln.Datum in prefato nostro monasterio Gotuicensi in die sancti Viti (1470).	Lorenz	PER
1470_VII_05	Abt Laurencius von Göttweig erlässt dem ersamen Leonhart Kuchinger, Bürger zu Mauettarnn, von einem halben Joch Weingarten in der Maurpeuent zwischen Mauettarnn und Pach, von welchem jährlich der dritte Eimer Most zu zinsen ist, da er im Baue ganz herabgekommen ist, den Zins von jetzt an auf neun Jahre, wofür ihn derselbe wieder zu gutem Baue zu bringen hat. Nach Ablauf dieser Zeit ist der frühere Zins wieder zu entrichten.Siegler: Abt Laurencius mit dem rückwärts aufgedrückten Siegel.Datum: Geben (1470) an phincztag nach Vdalrici.	Laurencius von Göttweig	PER
1470_VII_06	Abt Laurencius zu Gottweig verpachtet dem ersamen Fridrich Schmidberger, Mauthner zu Lincz, den Zehent des Stiftes zu Tienndorff im Amte zu Stain von jetzt an auf acht Jahre in der Weise, dass ihm der Zehent jährlich zu der Zeit, da im Amte zu Stain die Zehentschätzung stattfindet, abgeschätzt werde, wonach sich dann seine Zahlung stellt. Letzterer hat auch darauf zu achten, dass die stiftlichen Zehentrechte nicht geschädigt werden.Siegler: Abt Laurencius mit dem rückwärts aufgedrückten Siegel.Datum: Geben an freitag nach sannd Vlrichstag (1470).	Laurencius	PER
1454_III_06-XII_29	Aeneas Silvius Piccolomini,1 Erzbischof von Siena und päpstlicher Legat in den oesterreichischen Ländern, gibt Abt Wolfgang [II.] von Göttweig die Vollmacht, einige seiner Klosterbrüder von den Censuren zu absolvieren.	Aeneas Silvius	PER
1470_VII_12	Die Aebte von Niederösterreich erbitten von Bischof Ulrich von Passau Schutz für ihre Rechte auf die incorporierten Pfarren.	Aebte	LOC
1470_VIII_23	Abt Benedict, Prior Jeronimus und der Convent zu Mondsee nehmen Abt Lorenz und den Mönchs- und Nonnenconvent von Göttweig in ihre Gebetsverbrüderung auf und verpflichten sich, nach Eintreffen der Todesnachricht eines Mönches oder einer Nonne derselben für sie die Vigilien und ein Requiem nach der Sitte ihres Stiftes zu halten, während die einzelnen Priester je eine Messe zu lesen, die Cleriker das ganze Officium defunctorum und die Conversen 100 Paternoster und Ave Maria für sie zu beten haben.Siegler: (I.) Abt Benedict und (II.) der Convent von Mondsee.Datum in dicto nostro monasterio Lunelacensi (1470) in vigilia sancti Bartholomei apostoli.	Prior Jeronimus	PER
1470_IX_27	Abt Lorenz, Prior Andreas und der Convent zu Göttweig schliessen mit Abt Rudbert und dem Convente im Mönchs- und Nonnenkloster zu St. Peter in Salzburg folgenden Verbrüderungsvertrag:1 sie verpflichten sich, einen verstorbenen Professen deren beider Convente in ihr Nekrolog einzutragen und für ihn nach der Sitte ihres Klosters die Vigilien und ein Requiem abzuhalten, während die Priester je eine heil. Messe, die nicht geweihten Cleriker das ganze Officium defunctorum und die Conversen 100 Paternoster und Ave Maria für denselben zu beten haben. Die Nonnen haben nach ihrer Gewohnheit für den Verstorbenen zu beten.Siegler: (I.) Abt Lorenz und (II.) der Convent zu Göttweig.Datum in dicto monasterio nostro Gotuicensi vicesima septima die mensis septembris (1470).	Convent zu Göttweig	ORG
1470_IX_29	Abt Lorenz von Gotweig verleiht Herman Sachs, dem Stiftsbader zu Fuert, die Badstube daselbst sammt Hofmark auf acht Jahre mit der Bedingung, dass er nach Bedarf beiden Conventen mit Rasieren, Zurichtung von Bädern und mit allem, was sonst in seinen Handbereich fällt, und auch mit seinem Zeuge, welches aufs beste zuzurichten ist, zu Diensten stehe, wofür er 5 lb. d. Jahressold erhält. Leistet er mit seinem Diener im Stifte Dienste, so ist er zu verköstigen; ist er jedoch selbst am Dienste behindert, so hat er hiefür einen Diener bereitzustellen. Er hat auch die Badstube eindecken zu lassen, die Zimmerleute zu verköstigen und die Nägel beizustellen, während das Stift für Lohn und Schnittholz aufzukommen hat, und hat ferner die Badstube in Stand zu halten, wofür das Stift das Zimmerholz liefert. Führt er jedoch einen namhaften Bau auf, so hat das Stift nach dem Urtheile der Nachbarn seinen Antheil zu tragen. Bei Pflichtversäumnis kann er jederzeit seiner Stelle entsetzt werden.Siegler: Abt Lorenz von Gotweig mit dem rückwärts aufgedrückten Siegel.Datum: Geben an sannd Michelstag (1470).	Lorenz von Gotweig	PER
1470_X_10	Abt Lorenz, Andreas Prior und der Convent von Göttweig schliessen mit der Meisterin Petronell und dem Convente des Augustinerinnenklosters Sand Jacob zu Wien eine Conföderation.Siegler: Abt Lorenz und der Convent zu Göttweig.Datum: geben an mitichen vor sand Kolmanstage (1470).	Lorenz	PER
1470_XII_01	Abt Larenncz zum Gottweig bevollmächtigt den Anwalt und Hofmeister des Stiftes zu Stain, den edlen Wolfganng von der Leytten zu seiner und des Stiftes Vertretung in der Klage des edlen Ritter Pernhart von Tehenstain auf Forderungen an ihn und sein Stift, derenthalben er von dem obersten Erbschenken und Landmarschall, dem edlen Jorig von Potendorf laut Vorladung zur Verantwortung vorgeladen wurde.Siegler: für Abt Larencz zum Gottweig (mannglshalben unsers insigl, das wir diezeit bey uns nicht gehabt haben) (I.) der edle Ritter Conratt Hollczler und (II.) der erber Ernreich Koeps, Bürger zu Wienn.Datum: Geben zu Wienn an sambstag nach sannd Andrestag des heiligen zwelfboten (1470).	Larenncz	PER
1471_VII_26	Abt Lorenz von Gotweig erlässt dem Genngl Schalhl, einem Hintersassen des Stiftes zu Talarn, den Zins von 1 lb. d. von einem halben Joch Weingarten daselbst zunagst beÿ dem weg bei des altn Leubmans weingarten und haist der Fledniczer wegen einer laut Urkunde auf demselben gelegenen Ablösung, so dass er nur mehr jährlich 14 d. zu Burgrecht an das Stift und einen halben Eimer Wein zur Lesezeit in das halbe Lehen des Larenncz zu zinsen hat.Siegler: Abt Lorenz von Gotweig mit dem aufgedrückten Siegel.Datum: Gebn an freitag nach Jacobi apostoli (1471).	Lorenz von Gotweig	PER
1471_IX_05	Abt Lorenz zu Goettweig verringert Hanns Obrecht und Barbara dessen Frau den Zins von 1½ Joch Garten, genannt der Mueelich im Werd,1 anstossend an die Weide und an Altmans Forster Garten, welcher vormals Margreth der Frau des Hanns Edlpeckh gehörte und käuflich an Hanns Obrecht und dessen Frau gekommen ist. Von demselben waren dem Stifte zu allermann vaschanngtag 32 d. und zu sannd Merttntag 12 ß. d. zu zinsen. Da aber die Donau mit hinbrechen täglich merklichen Schaden verursacht, setzen sie den Jahreszins auf 32 d. zu allermann vaschanngtag und 5 ß. d. zu sannd Merttntag herab, damit das Dorf nicht ganz eingeht. Letztere haben jedoch von jetzt an inner Jahresfrist auf dem Garten ein Haus zu bauen, von demselben und dem Garten den Zins zu leisten und sich als Holden gehorsam zu erweisen.Siegler: Abt Lorenz zu Goettweig mit dem aufgedrückten Siegel.Datum: Geben an phincztag vor unser frauntag der gepurd (1471).	Lorenz zu Goettweig	PER
1471_XI_13	Abt Lorenz zu Gottweig verleiht dem ersamen Steffan Morl, Bürger zu Stain, ein Stück Garten zwischen dem Stiftshofe und dessen Hause zu Stain zu einem Jahreszinse von 32 d. zu sannd Michelstag. Wenn er jedoch auf diesem Grunde bauen will, hat er es letzterem eine Quatember vorher anzuzeigen.Siegler: Abt Lorenz mit dem aufgedrückten Siegel.Datum: Gebn an mitichn nach Martini (1471).	Lorenz zu Gottweig	PER
1471_XI_14	Abt Lorenz und der Convent m Gottweig vidimieren die Urkunde nr. 710, welche ihnen im Originale auf Pergament mit Siegeln zur Einsicht vorgelegt wurde, da sie ohne ihr Wissen an den Siegeln beschädigt wurde.Siegler: Abt Lorenz und der Convent zu Gottweig.Datum: Geben (1471) an phincztag nach Martini.	Lorenz	PER
1471_XI_15	Zwischen Abt Lorenz zu Gotweig und seinem Hoffleischhacker Michel wird wegen fünf Ochsen, welche derselbe von einer grösseren Anzahl auf Befehl seines Herrn gekaufter Ochsen unterwegs von Laxenburg herauf aus einem Hofe zu Aeczersdorf zur Nachtzeit infolge seiner Unachtsamkeit verloren hat, folgender Spruch gefällt: der letztere hat den Schaden per 8 lb. d. je zur Hälfte in zwei Jahren entweder in Bargeld oder durch Abzug von seinem Solde zu begleichen, während ersterer auf das Uebermass verzichtet.Datum: (1471) an freitag nach Martini.Zeugen: presentibus Leonardo Chuehinger, Hanns Judnfeint, Veyt Stamhauser, Steffan Fleischackher von Mauttarn, Leonardo Lasperger, Pernhart Amstetter, Jorg Paungarttner, Johann notario.	Lorenz zu Gotweig	PER
1471_IX_09	Abt Laurencius, Andreas Prior und der Convent zu Gottweig verleihen dem Thomas Wapacher de Hallis Valliseni, Accolythus der Brixener Diöcese, behufs Erlangung der heil. Weihen den Tischtitel bis zur Ertheilung eines ausreichenden kirchlichen Beneficiums seitens des Stiftes.Siegler: Abt Lorenz und der Convent mit den Hängesiegeln.Datum in nostro monasterio predicto die IX. mensis decembris (1471), indictione quarta.	Andreas Prior	PER
